dataset	accession	observation_key	target_a	target_b	pair_id	pair_fold	pair_cells	single_a_cells	single_b_cells	control_cells	target_a_cd4	target_b_cd4	cell_gate_pass	exclusion_reason
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|HMGCS1|UQCRQ|GSE124703	HMGCS1	UQCRQ	HMGCS1|UQCRQ|GSE124703	4	94	4829	3206	10687	False	True	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|HMGCS1|UROD|GSE124703	HMGCS1	UROD	HMGCS1|UROD|GSE124703	2	237	4829	8761	10687	False	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|KIF1A|LSS|GSE124703	KIF1A	LSS	KIF1A|LSS|GSE124703	2	1	1252	240	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|KIF1A|MAP3K12|GSE124703	KIF1A	MAP3K12	KIF1A|MAP3K12|GSE124703	3	7	1252	1055	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|KIF1A|MAT2A|GSE124703	KIF1A	MAT2A	KIF1A|MAT2A|GSE124703	4	190	1252	25789	10687	False	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|KIF1A|MMAB|GSE124703	KIF1A	MMAB	KIF1A|MMAB|GSE124703	1	60	1252	8893	10687	False	True	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|KIF1A|MVK|GSE124703	KIF1A	MVK	KIF1A|MVK|GSE124703	1	24	1252	3749	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|KIF1A|NDUFA1|GSE124703	KIF1A	NDUFA1	KIF1A|NDUFA1|GSE124703	3	2	1252	596	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|KIF1A|PGGT1B|GSE124703	KIF1A	PGGT1B	KIF1A|PGGT1B|GSE124703	2	4	1252	762	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|KIF1A|PMVK|GSE124703	KIF1A	PMVK	KIF1A|PMVK|GSE124703	2	32	1252	4576	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|KIF1A|PPCDC|GSE124703	KIF1A	PPCDC	KIF1A|PPCDC|GSE124703	3	9	1252	856	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|KIF1A|PPP1R8|GSE124703	KIF1A	PPP1R8	KIF1A|PPP1R8|GSE124703	5	6	1252	727	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|KIF1A|PPP2R1A|GSE124703	KIF1A	PPP2R1A	KIF1A|PPP2R1A|GSE124703	1	300	1252	39004	10687	False	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|KIF1A|RAB7A|GSE124703	KIF1A	RAB7A	KIF1A|RAB7A|GSE124703	4	15	1252	3075	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|KIF1A|RFK|GSE124703	KIF1A	RFK	KIF1A|RFK|GSE124703	2	18	1252	2083	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|KIF1A|SEPSECS|GSE124703	KIF1A	SEPSECS	KIF1A|SEPSECS|GSE124703	5	21	1252	2834	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|KIF1A|SQLE|GSE124703	KIF1A	SQLE	KIF1A|SQLE|GSE124703	5	3	1252	599	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|KIF1A|TARS2|GSE124703	KIF1A	TARS2	KIF1A|TARS2|GSE124703	1	3	1252	488	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|KIF1A|UBA1|GSE124703	KIF1A	UBA1	KIF1A|UBA1|GSE124703	4	91	1252	11561	10687	False	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|KIF1A|UQCRQ|GSE124703	KIF1A	UQCRQ	KIF1A|UQCRQ|GSE124703	3	33	1252	3206	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|KIF1A|UROD|GSE124703	KIF1A	UROD	KIF1A|UROD|GSE124703	3	65	1252	8761	10687	False	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|LSS|MAT2A|GSE124703	LSS	MAT2A	LSS|MAT2A|GSE124703	1	32	240	25789	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|LSS|MMAB|GSE124703	LSS	MMAB	LSS|MMAB|GSE124703	4	8	240	8893	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|LSS|MVK|GSE124703	LSS	MVK	LSS|MVK|GSE124703	5	2	240	3749	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|LSS|PMVK|GSE124703	LSS	PMVK	LSS|PMVK|GSE124703	5	3	240	4576	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|LSS|PPP1R8|GSE124703	LSS	PPP1R8	LSS|PPP1R8|GSE124703	2	1	240	727	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|LSS|PPP2R1A|GSE124703	LSS	PPP2R1A	LSS|PPP2R1A|GSE124703	1	50	240	39004	10687	False	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|LSS|RAB7A|GSE124703	LSS	RAB7A	LSS|RAB7A|GSE124703	3	1	240	3075	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|LSS|RFK|GSE124703	LSS	RFK	LSS|RFK|GSE124703	2	1	240	2083	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|LSS|SEPSECS|GSE124703	LSS	SEPSECS	LSS|SEPSECS|GSE124703	5	3	240	2834	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|LSS|UBA1|GSE124703	LSS	UBA1	LSS|UBA1|GSE124703	4	16	240	11561	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|LSS|UQCRQ|GSE124703	LSS	UQCRQ	LSS|UQCRQ|GSE124703	1	1	240	3206	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|LSS|UROD|GSE124703	LSS	UROD	LSS|UROD|GSE124703	3	7	240	8761	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MAP3K12|MAT2A|GSE124703	MAP3K12	MAT2A	MAP3K12|MAT2A|GSE124703	2	185	1055	25789	10687	False	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MAP3K12|MMAB|GSE124703	MAP3K12	MMAB	MAP3K12|MMAB|GSE124703	3	46	1055	8893	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MAP3K12|MVK|GSE124703	MAP3K12	MVK	MAP3K12|MVK|GSE124703	3	24	1055	3749	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MAP3K12|NDUFA1|GSE124703	MAP3K12	NDUFA1	MAP3K12|NDUFA1|GSE124703	2	2	1055	596	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MAP3K12|PGGT1B|GSE124703	MAP3K12	PGGT1B	MAP3K12|PGGT1B|GSE124703	5	7	1055	762	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MAP3K12|PMVK|GSE124703	MAP3K12	PMVK	MAP3K12|PMVK|GSE124703	3	22	1055	4576	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MAP3K12|PPCDC|GSE124703	MAP3K12	PPCDC	MAP3K12|PPCDC|GSE124703	1	4	1055	856	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MAP3K12|PPP1R8|GSE124703	MAP3K12	PPP1R8	MAP3K12|PPP1R8|GSE124703	2	1	1055	727	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MAP3K12|PPP2R1A|GSE124703	MAP3K12	PPP2R1A	MAP3K12|PPP2R1A|GSE124703	4	315	1055	39004	10687	False	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MAP3K12|RAB7A|GSE124703	MAP3K12	RAB7A	MAP3K12|RAB7A|GSE124703	3	23	1055	3075	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MAP3K12|RFK|GSE124703	MAP3K12	RFK	MAP3K12|RFK|GSE124703	5	17	1055	2083	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MAP3K12|SEPSECS|GSE124703	MAP3K12	SEPSECS	MAP3K12|SEPSECS|GSE124703	2	19	1055	2834	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MAP3K12|SQLE|GSE124703	MAP3K12	SQLE	MAP3K12|SQLE|GSE124703	3	7	1055	599	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MAP3K12|UBA1|GSE124703	MAP3K12	UBA1	MAP3K12|UBA1|GSE124703	5	67	1055	11561	10687	False	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MAP3K12|UQCRQ|GSE124703	MAP3K12	UQCRQ	MAP3K12|UQCRQ|GSE124703	5	20	1055	3206	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MAP3K12|UROD|GSE124703	MAP3K12	UROD	MAP3K12|UROD|GSE124703	2	52	1055	8761	10687	False	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MAT2A|MMAB|GSE124703	MAT2A	MMAB	MAT2A|MMAB|GSE124703	3	1505	25789	8893	10687	False	True	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MAT2A|MVK|GSE124703	MAT2A	MVK	MAT2A|MVK|GSE124703	4	607	25789	3749	10687	False	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MAT2A|NDUFA1|GSE124703	MAT2A	NDUFA1	MAT2A|NDUFA1|GSE124703	4	105	25789	596	10687	False	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MAT2A|PGGT1B|GSE124703	MAT2A	PGGT1B	MAT2A|PGGT1B|GSE124703	1	116	25789	762	10687	False	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MAT2A|PMVK|GSE124703	MAT2A	PMVK	MAT2A|PMVK|GSE124703	1	765	25789	4576	10687	False	True	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MAT2A|PPCDC|GSE124703	MAT2A	PPCDC	MAT2A|PPCDC|GSE124703	1	151	25789	856	10687	False	True	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MAT2A|PPP1R8|GSE124703	MAT2A	PPP1R8	MAT2A|PPP1R8|GSE124703	1	110	25789	727	10687	False	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MAT2A|PPP2R1A|GSE124703	MAT2A	PPP2R1A	MAT2A|PPP2R1A|GSE124703	5	8508	25789	39004	10687	False	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MAT2A|RAB7A|GSE124703	MAT2A	RAB7A	MAT2A|RAB7A|GSE124703	5	496	25789	3075	10687	False	True	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MAT2A|RFK|GSE124703	MAT2A	RFK	MAT2A|RFK|GSE124703	1	338	25789	2083	10687	False	True	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MAT2A|SEPSECS|GSE124703	MAT2A	SEPSECS	MAT2A|SEPSECS|GSE124703	4	480	25789	2834	10687	False	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MAT2A|SQLE|GSE124703	MAT2A	SQLE	MAT2A|SQLE|GSE124703	4	101	25789	599	10687	False	True	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MAT2A|TARS2|GSE124703	MAT2A	TARS2	MAT2A|TARS2|GSE124703	5	64	25789	488	10687	False	True	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MAT2A|UBA1|GSE124703	MAT2A	UBA1	MAT2A|UBA1|GSE124703	4	2066	25789	11561	10687	False	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MAT2A|UQCRQ|GSE124703	MAT2A	UQCRQ	MAT2A|UQCRQ|GSE124703	5	485	25789	3206	10687	False	True	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MAT2A|UROD|GSE124703	MAT2A	UROD	MAT2A|UROD|GSE124703	2	1425	25789	8761	10687	False	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MMAB|MVK|GSE124703	MMAB	MVK	MMAB|MVK|GSE124703	2	197	8893	3749	10687	True	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MMAB|NDUFA1|GSE124703	MMAB	NDUFA1	MMAB|NDUFA1|GSE124703	1	40	8893	596	10687	True	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MMAB|PGGT1B|GSE124703	MMAB	PGGT1B	MMAB|PGGT1B|GSE124703	3	43	8893	762	10687	True	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MMAB|PMVK|GSE124703	MMAB	PMVK	MMAB|PMVK|GSE124703	5	262	8893	4576	10687	True	True	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MMAB|PPCDC|GSE124703	MMAB	PPCDC	MMAB|PPCDC|GSE124703	1	36	8893	856	10687	True	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MMAB|PPP1R8|GSE124703	MMAB	PPP1R8	MMAB|PPP1R8|GSE124703	2	41	8893	727	10687	True	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MMAB|PPP2R1A|GSE124703	MMAB	PPP2R1A	MMAB|PPP2R1A|GSE124703	5	2259	8893	39004	10687	True	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MMAB|RAB7A|GSE124703	MMAB	RAB7A	MMAB|RAB7A|GSE124703	3	146	8893	3075	10687	True	True	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MMAB|RFK|GSE124703	MMAB	RFK	MMAB|RFK|GSE124703	2	100	8893	2083	10687	True	True	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MMAB|SEPSECS|GSE124703	MMAB	SEPSECS	MMAB|SEPSECS|GSE124703	5	145	8893	2834	10687	True	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MMAB|SQLE|GSE124703	MMAB	SQLE	MMAB|SQLE|GSE124703	3	24	8893	599	10687	True	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MMAB|TARS2|GSE124703	MMAB	TARS2	MMAB|TARS2|GSE124703	3	16	8893	488	10687	True	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MMAB|UBA1|GSE124703	MMAB	UBA1	MMAB|UBA1|GSE124703	5	634	8893	11561	10687	True	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MMAB|UQCRQ|GSE124703	MMAB	UQCRQ	MMAB|UQCRQ|GSE124703	2	154	8893	3206	10687	True	True	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MMAB|UROD|GSE124703	MMAB	UROD	MMAB|UROD|GSE124703	2	458	8893	8761	10687	True	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MVK|NDUFA1|GSE124703	MVK	NDUFA1	MVK|NDUFA1|GSE124703	5	9	3749	596	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MVK|PGGT1B|GSE124703	MVK	PGGT1B	MVK|PGGT1B|GSE124703	1	24	3749	762	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MVK|PMVK|GSE124703	MVK	PMVK	MVK|PMVK|GSE124703	4	85	3749	4576	10687	False	True	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MVK|PPCDC|GSE124703	MVK	PPCDC	MVK|PPCDC|GSE124703	5	16	3749	856	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MVK|PPP1R8|GSE124703	MVK	PPP1R8	MVK|PPP1R8|GSE124703	2	18	3749	727	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MVK|PPP2R1A|GSE124703	MVK	PPP2R1A	MVK|PPP2R1A|GSE124703	4	899	3749	39004	10687	False	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MVK|RAB7A|GSE124703	MVK	RAB7A	MVK|RAB7A|GSE124703	3	68	3749	3075	10687	False	True	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MVK|RFK|GSE124703	MVK	RFK	MVK|RFK|GSE124703	4	53	3749	2083	10687	False	True	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MVK|SEPSECS|GSE124703	MVK	SEPSECS	MVK|SEPSECS|GSE124703	1	57	3749	2834	10687	False	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MVK|SQLE|GSE124703	MVK	SQLE	MVK|SQLE|GSE124703	2	16	3749	599	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MVK|TARS2|GSE124703	MVK	TARS2	MVK|TARS2|GSE124703	3	10	3749	488	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MVK|UBA1|GSE124703	MVK	UBA1	MVK|UBA1|GSE124703	3	270	3749	11561	10687	False	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MVK|UQCRQ|GSE124703	MVK	UQCRQ	MVK|UQCRQ|GSE124703	1	72	3749	3206	10687	False	True	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|MVK|UROD|GSE124703	MVK	UROD	MVK|UROD|GSE124703	2	195	3749	8761	10687	False	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|NDUFA1|PGGT1B|GSE124703	NDUFA1	PGGT1B	NDUFA1|PGGT1B|GSE124703	3	1	596	762	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|NDUFA1|PMVK|GSE124703	NDUFA1	PMVK	NDUFA1|PMVK|GSE124703	2	15	596	4576	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|NDUFA1|PPP1R8|GSE124703	NDUFA1	PPP1R8	NDUFA1|PPP1R8|GSE124703	2	1	596	727	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|NDUFA1|PPP2R1A|GSE124703	NDUFA1	PPP2R1A	NDUFA1|PPP2R1A|GSE124703	5	164	596	39004	10687	False	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|NDUFA1|RAB7A|GSE124703	NDUFA1	RAB7A	NDUFA1|RAB7A|GSE124703	5	7	596	3075	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|NDUFA1|RFK|GSE124703	NDUFA1	RFK	NDUFA1|RFK|GSE124703	4	7	596	2083	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|NDUFA1|SEPSECS|GSE124703	NDUFA1	SEPSECS	NDUFA1|SEPSECS|GSE124703	2	7	596	2834	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|NDUFA1|SQLE|GSE124703	NDUFA1	SQLE	NDUFA1|SQLE|GSE124703	4	1	596	599	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|NDUFA1|TARS2|GSE124703	NDUFA1	TARS2	NDUFA1|TARS2|GSE124703	1	1	596	488	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|NDUFA1|UBA1|GSE124703	NDUFA1	UBA1	NDUFA1|UBA1|GSE124703	3	35	596	11561	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|NDUFA1|UQCRQ|GSE124703	NDUFA1	UQCRQ	NDUFA1|UQCRQ|GSE124703	1	15	596	3206	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|NDUFA1|UROD|GSE124703	NDUFA1	UROD	NDUFA1|UROD|GSE124703	2	31	596	8761	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|PGGT1B|PMVK|GSE124703	PGGT1B	PMVK	PGGT1B|PMVK|GSE124703	2	18	762	4576	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|PGGT1B|PPCDC|GSE124703	PGGT1B	PPCDC	PGGT1B|PPCDC|GSE124703	3	7	762	856	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|PGGT1B|PPP1R8|GSE124703	PGGT1B	PPP1R8	PGGT1B|PPP1R8|GSE124703	2	1	762	727	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|PGGT1B|PPP2R1A|GSE124703	PGGT1B	PPP2R1A	PGGT1B|PPP2R1A|GSE124703	3	192	762	39004	10687	False	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|PGGT1B|RAB7A|GSE124703	PGGT1B	RAB7A	PGGT1B|RAB7A|GSE124703	5	10	762	3075	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|PGGT1B|RFK|GSE124703	PGGT1B	RFK	PGGT1B|RFK|GSE124703	1	9	762	2083	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|PGGT1B|SEPSECS|GSE124703	PGGT1B	SEPSECS	PGGT1B|SEPSECS|GSE124703	2	15	762	2834	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|PGGT1B|SQLE|GSE124703	PGGT1B	SQLE	PGGT1B|SQLE|GSE124703	1	3	762	599	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|PGGT1B|TARS2|GSE124703	PGGT1B	TARS2	PGGT1B|TARS2|GSE124703	4	1	762	488	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|PGGT1B|UBA1|GSE124703	PGGT1B	UBA1	PGGT1B|UBA1|GSE124703	2	54	762	11561	10687	False	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|PGGT1B|UQCRQ|GSE124703	PGGT1B	UQCRQ	PGGT1B|UQCRQ|GSE124703	1	17	762	3206	10687	False	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|PGGT1B|UROD|GSE124703	PGGT1B	UROD	PGGT1B|UROD|GSE124703	5	45	762	8761	10687	False	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|PMVK|PPCDC|GSE124703	PMVK	PPCDC	PMVK|PPCDC|GSE124703	2	19	4576	856	10687	True	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|PMVK|PPP1R8|GSE124703	PMVK	PPP1R8	PMVK|PPP1R8|GSE124703	5	19	4576	727	10687	True	False	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|PMVK|PPP2R1A|GSE124703	PMVK	PPP2R1A	PMVK|PPP2R1A|GSE124703	1	1138	4576	39004	10687	True	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|PMVK|RAB7A|GSE124703	PMVK	RAB7A	PMVK|RAB7A|GSE124703	5	72	4576	3075	10687	True	True	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|PMVK|RFK|GSE124703	PMVK	RFK	PMVK|RFK|GSE124703	4	61	4576	2083	10687	True	True	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|PMVK|SEPSECS|GSE124703	PMVK	SEPSECS	PMVK|SEPSECS|GSE124703	5	62	4576	2834	10687	True	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|PMVK|SQLE|GSE124703	PMVK	SQLE	PMVK|SQLE|GSE124703	3	8	4576	599	10687	True	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|PMVK|TARS2|GSE124703	PMVK	TARS2	PMVK|TARS2|GSE124703	4	14	4576	488	10687	True	True	False	fewer_than_50_pair_cells
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|PMVK|UBA1|GSE124703	PMVK	UBA1	PMVK|UBA1|GSE124703	3	264	4576	11561	10687	True	False	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|PMVK|UQCRQ|GSE124703	PMVK	UQCRQ	PMVK|UQCRQ|GSE124703	5	75	4576	3206	10687	True	True	True	
TianKampmann2019_iPSC	GSE124703	TianKampmann2019_iPSC|PMVK|UROD|GSE124703	PMVK	UROD	PMVK|UROD|GSE124703	3	213	4576	8761	10687	True	False	True	
