target,state_availability,available_Rest,Rest_target_baseMean_bin,Rest_n_cells_target_bin,Rest_response_degree_bin,available_Stim8hr,Stim8hr_target_baseMean_bin,Stim8hr_n_cells_target_bin,Stim8hr_response_degree_bin,available_Stim48hr,Stim48hr_target_baseMean_bin,Stim48hr_n_cells_target_bin,Stim48hr_response_degree_bin,stratum_key,stratum_targets,permutable_stratum
ENSG00000155313,"Rest,Stim8hr,Stim48hr",True,high,low,low,True,high,low,high,True,high,low,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:high|Rest:n_cells_target:low|Rest:response_degree:low|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:low|Stim48hr:response_degree:low",43,True
ENSG00000155324,"Rest,Stim8hr,Stim48hr",True,low,high,low,True,low,high,low,True,low,high,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:high|Rest:response_degree:low|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",394,True
ENSG00000155329,"Rest,Stim8hr,Stim48hr",True,low,low,low,True,low,low,low,True,low,low,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:low|Rest:response_degree:low|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:low|Stim48hr:response_degree:low",212,True
ENSG00000155330,"Rest,Stim8hr,Stim48hr",True,high,high,high,True,high,high,high,True,high,low,high,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:high|Rest:n_cells_target:high|Rest:response_degree:high|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:high|Stim8hr:response_degree:high|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high",21,True
ENSG00000155363,"Rest,Stim8hr,Stim48hr",True,high,low,high,True,low,low,high,True,high,high,high,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:high|Rest:n_cells_target:low|Rest:response_degree:high|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:high|Stim48hr:response_degree:high",2,False
ENSG00000155366,"Stim8hr,Stim48hr",False,NA,NA,NA,True,low,low,high,True,high,low,high,"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high",7,True
ENSG00000155368,Stim8hr,False,NA,NA,NA,True,high,high,high,False,NA,NA,NA,states=Stim8hr|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:high|Stim8hr:response_degree:high,14,True
ENSG00000155380,"Rest,Stim8hr,Stim48hr",True,high,low,high,True,high,low,low,True,high,low,high,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:high|Rest:n_cells_target:low|Rest:response_degree:high|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:low|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high",42,True
ENSG00000155463,"Rest,Stim8hr,Stim48hr",True,high,low,high,True,high,low,high,True,high,low,high,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:high|Rest:n_cells_target:low|Rest:response_degree:high|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high",259,True
ENSG00000155508,"Rest,Stim8hr,Stim48hr",True,high,low,low,True,high,low,low,True,high,low,high,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:high|Rest:n_cells_target:low|Rest:response_degree:low|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:low|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high",67,True
ENSG00000155545,"Rest,Stim8hr,Stim48hr",True,low,low,high,True,low,low,high,True,low,high,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:low|Rest:response_degree:high|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",5,True
ENSG00000155621,Stim48hr,False,NA,NA,NA,False,NA,NA,NA,True,low,low,low,states=Stim48hr|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:low|Stim48hr:response_degree:low,71,True
ENSG00000155636,"Rest,Stim8hr,Stim48hr",True,low,high,high,True,low,high,low,True,low,high,high,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:high|Rest:response_degree:high|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:high",23,True
ENSG00000155660,"Rest,Stim8hr,Stim48hr",True,low,low,low,True,low,low,low,True,low,low,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:low|Rest:response_degree:low|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:low|Stim48hr:response_degree:low",212,True
ENSG00000155666,Stim48hr,False,NA,NA,NA,False,NA,NA,NA,True,low,low,high,states=Stim48hr|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high,71,True
ENSG00000155729,"Rest,Stim8hr",True,low,low,low,True,low,low,low,False,NA,NA,NA,"states=Rest,Stim8hr|Rest:target_baseMean:low|Rest:n_cells_target:low|Rest:response_degree:low|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:low",19,True
ENSG00000155755,"Rest,Stim8hr,Stim48hr",True,low,low,low,True,low,low,low,True,low,low,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:low|Rest:response_degree:low|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:low|Stim48hr:response_degree:low",212,True
ENSG00000155846,Stim8hr,False,NA,NA,NA,True,low,low,low,False,NA,NA,NA,states=Stim8hr|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:low,46,True
ENSG00000155850,"Rest,Stim8hr,Stim48hr",True,low,low,low,True,low,low,low,True,low,low,high,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:low|Rest:response_degree:low|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high",56,True
ENSG00000155893,"Rest,Stim8hr,Stim48hr",True,low,high,low,True,low,high,low,True,low,high,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:high|Rest:response_degree:low|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",394,True
ENSG00000155903,"Rest,Stim8hr,Stim48hr",True,high,low,high,True,high,low,high,True,high,low,high,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:high|Rest:n_cells_target:low|Rest:response_degree:high|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high",259,True
ENSG00000155957,Rest,True,high,low,low,False,NA,NA,NA,False,NA,NA,NA,states=Rest|Rest:target_baseMean:high|Rest:n_cells_target:low|Rest:response_degree:low,16,True
ENSG00000155959,"Rest,Stim8hr,Stim48hr",True,high,low,high,True,high,low,high,True,high,low,high,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:high|Rest:n_cells_target:low|Rest:response_degree:high|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high",259,True
ENSG00000155961,"Rest,Stim8hr,Stim48hr",True,low,high,low,True,low,high,low,True,high,high,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:high|Rest:response_degree:low|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",33,True
ENSG00000156017,"Rest,Stim8hr,Stim48hr",True,high,high,high,True,high,high,high,True,high,high,high,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:high|Rest:n_cells_target:high|Rest:response_degree:high|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:high|Stim8hr:response_degree:high|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:high|Stim48hr:response_degree:high",209,True
ENSG00000156026,"Stim8hr,Stim48hr",False,NA,NA,NA,True,low,low,low,True,low,low,low,"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:low|Stim48hr:response_degree:low",84,True
ENSG00000156050,Stim48hr,False,NA,NA,NA,False,NA,NA,NA,True,low,low,high,states=Stim48hr|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high,71,True
ENSG00000156052,"Rest,Stim48hr",True,low,low,low,False,NA,NA,NA,True,low,low,low,"states=Rest,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:low|Rest:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:low|Stim48hr:response_degree:low",38,True
ENSG00000156110,"Rest,Stim8hr,Stim48hr",True,high,high,low,True,high,high,low,True,high,high,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:high|Rest:n_cells_target:high|Rest:response_degree:low|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",325,True
ENSG00000156162,"Rest,Stim8hr,Stim48hr",True,low,high,high,True,low,high,high,True,low,high,high,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:high|Rest:response_degree:high|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:high|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:high",155,True
ENSG00000156170,"Rest,Stim8hr,Stim48hr",True,low,high,high,True,high,high,low,True,low,high,high,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:high|Rest:response_degree:high|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:high",2,False
ENSG00000156172,"Stim8hr,Stim48hr",False,NA,NA,NA,True,low,high,low,True,low,high,low,"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",45,True
ENSG00000156232,"Rest,Stim8hr,Stim48hr",True,low,high,low,True,low,high,low,True,low,high,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:high|Rest:response_degree:low|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",394,True
ENSG00000156239,"Stim8hr,Stim48hr",False,NA,NA,NA,True,low,low,high,True,low,low,high,"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high",37,True
ENSG00000156253,"Rest,Stim8hr,Stim48hr",True,low,low,high,True,low,low,high,True,low,high,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:low|Rest:response_degree:high|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",5,True
ENSG00000156256,"Rest,Stim8hr,Stim48hr",True,high,low,high,True,high,low,high,True,high,low,high,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:high|Rest:n_cells_target:low|Rest:response_degree:high|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high",259,True
ENSG00000156273,Stim8hr,False,NA,NA,NA,True,high,low,low,False,NA,NA,NA,states=Stim8hr|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:low,25,True
ENSG00000156304,"Rest,Stim8hr,Stim48hr",True,high,low,high,True,high,low,high,True,high,low,high,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:high|Rest:n_cells_target:low|Rest:response_degree:high|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high",259,True
ENSG00000156313,"Rest,Stim8hr,Stim48hr",True,low,high,low,True,low,high,low,True,low,high,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:high|Rest:response_degree:low|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",394,True
ENSG00000156374,"Rest,Stim8hr,Stim48hr",True,low,low,high,True,low,low,high,True,low,low,high,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:low|Rest:response_degree:high|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high",119,True
ENSG00000156381,"Stim8hr,Stim48hr",False,NA,NA,NA,True,low,high,high,True,low,high,low,"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:high|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",8,True
ENSG00000156467,"Rest,Stim8hr",True,high,low,high,True,high,low,high,False,NA,NA,NA,"states=Rest,Stim8hr|Rest:target_baseMean:high|Rest:n_cells_target:low|Rest:response_degree:high|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high",53,True
ENSG00000156471,Stim48hr,False,NA,NA,NA,False,NA,NA,NA,True,high,low,high,states=Stim48hr|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high,31,True
ENSG00000156500,"Rest,Stim8hr,Stim48hr",True,low,high,low,True,low,high,high,True,low,high,high,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:high|Rest:response_degree:low|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:high|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:high",40,True
ENSG00000156502,"Rest,Stim8hr",True,high,low,high,True,high,low,high,False,NA,NA,NA,"states=Rest,Stim8hr|Rest:target_baseMean:high|Rest:n_cells_target:low|Rest:response_degree:high|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high",53,True
ENSG00000156504,"Stim8hr,Stim48hr",False,NA,NA,NA,True,high,high,high,True,high,high,low,"states=Stim8hr,Stim48hr|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:high|Stim8hr:response_degree:high|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",1,False
ENSG00000156509,"Rest,Stim8hr,Stim48hr",True,low,high,low,True,low,high,low,True,low,high,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:high|Rest:response_degree:low|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",394,True
ENSG00000156515,"Rest,Stim8hr,Stim48hr",True,high,low,high,True,high,low,high,True,high,low,high,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:high|Rest:n_cells_target:low|Rest:response_degree:high|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high",259,True
ENSG00000156521,"Rest,Stim8hr,Stim48hr",True,low,low,low,True,low,low,high,True,low,low,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:low|Rest:response_degree:low|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:low|Stim48hr:response_degree:low",42,True
ENSG00000156531,Rest,True,high,low,high,False,NA,NA,NA,False,NA,NA,NA,states=Rest|Rest:target_baseMean:high|Rest:n_cells_target:low|Rest:response_degree:high,52,True
ENSG00000156535,"Rest,Stim8hr,Stim48hr",True,low,high,high,True,high,low,high,True,high,low,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:high|Rest:response_degree:high|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:low|Stim48hr:response_degree:low",2,False
ENSG00000156587,"Rest,Stim8hr,Stim48hr",True,high,high,low,True,high,high,low,True,high,high,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:high|Rest:n_cells_target:high|Rest:response_degree:low|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",325,True
ENSG00000156599,"Rest,Stim8hr,Stim48hr",True,high,high,low,True,high,high,low,True,high,high,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:high|Rest:n_cells_target:high|Rest:response_degree:low|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",325,True
ENSG00000156639,"Rest,Stim8hr",True,high,low,high,True,high,low,high,False,NA,NA,NA,"states=Rest,Stim8hr|Rest:target_baseMean:high|Rest:n_cells_target:low|Rest:response_degree:high|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high",53,True
ENSG00000156642,"Rest,Stim8hr,Stim48hr",True,high,low,high,True,high,high,high,True,high,low,high,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:high|Rest:n_cells_target:low|Rest:response_degree:high|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:high|Stim8hr:response_degree:high|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:low|Stim48hr:response_degree:high",8,True
ENSG00000156650,"Rest,Stim8hr,Stim48hr",True,low,high,low,True,low,high,low,True,low,high,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:high|Rest:response_degree:low|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:low",394,True
ENSG00000156671,"Rest,Stim8hr,Stim48hr",True,low,high,low,True,low,high,low,True,low,high,high,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:high|Rest:response_degree:low|Stim8hr:target_baseMean:low|Stim8hr:n_cells_target:high|Stim8hr:response_degree:low|Stim48hr:target_baseMean:low|Stim48hr:n_cells_target:high|Stim48hr:response_degree:high",57,True
ENSG00000156675,"Rest,Stim8hr,Stim48hr",True,high,high,high,True,high,high,high,True,high,high,high,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:high|Rest:n_cells_target:high|Rest:response_degree:high|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:high|Stim8hr:response_degree:high|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:high|Stim48hr:response_degree:high",209,True
ENSG00000156709,"Rest,Stim8hr",True,high,low,high,True,high,low,high,False,NA,NA,NA,"states=Rest,Stim8hr|Rest:target_baseMean:high|Rest:n_cells_target:low|Rest:response_degree:high|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:high",53,True
ENSG00000156711,"Rest,Stim8hr,Stim48hr",True,low,low,low,True,high,low,low,True,high,low,low,"states=Rest,Stim8hr,Stim48hr|Rest:target_baseMean:low|Rest:n_cells_target:low|Rest:response_degree:low|Stim8hr:target_baseMean:high|Stim8hr:n_cells_target:low|Stim8hr:response_degree:low|Stim48hr:target_baseMean:high|Stim48hr:n_cells_target:low|Stim48hr:response_degree:low",30,True
