cluster,disease,gene_set,odds_ratio,ci_low,ci_high,p_value,p_adj_fdr,cluster_size,in_cluster_in_disease,in_cluster_not_disease,not_cluster_in_disease,not_cluster_not_disease,intersecting_genes,negative_control_disease,culture_condition,significant,intersecting_gene_count,regulators,median_transfer_residual,median_abs_transfer_residual,amplified_fraction,buffered_fraction,median_log_response
26,coronary artery disease,downstream_Stim48hr,1.202227632361133,0.496743125929432,2.5183093551189457,0.3675503440621187,0.6942617610062243,100,8.0,92.0,196.0,2710.0,"['HYOU1', 'BCAP29', 'ITGB1BP1', 'CCND2', 'FES', 'FKBP5', 'CD109', 'AFAP1L2']",True,Stim48hr,False,8,1,6.0446941807401044,6.0446941807401044,1.0,0.0,7.684783943522785
110,coronary artery disease,downstream_Stim48hr,1.202227632361133,0.496743125929432,2.5183093551189457,0.3675503440621187,0.6942617610062243,100,8.0,92.0,196.0,2710.0,"['NFAT5', 'ANGPTL4', 'CCM2', 'MCL1', 'WDR33', 'SNRPC', 'NCOR2', 'JUN']",True,Stim48hr,False,8,1,3.1040413620149767,3.1040413620149767,1.0,0.0,4.663439094112067
94,age-related macular degeneration,downstream_Stim48hr,1.0382263520319417,0.0251398896207601,6.414269990983109,0.6268694406040285,0.7050716360726395,100,1.0,99.0,28.0,2878.0,['VPS36'],True,Stim48hr,False,1,1,0.32614668572893635,0.32614668572893635,0.0,0.0,4.787491742782046
82,coronary artery disease,downstream_Stim8hr,0.937439380171192,0.2443159593868313,2.5774051022322397,0.6232408018312285,0.7063395754087257,57,4.0,53.0,240.0,2981.0,"['ADAM19', 'OSM', 'SAMD3', 'CALCOCO2']",True,Stim8hr,False,4,1,2.923560436910023,2.923560436910023,1.0,0.0,4.74493212836325
82,chronic kidney disease,downstream_Stim8hr,0.90987533410977,0.0222814872807269,5.472009526475598,0.6723475814612188,0.7143693053025449,57,1.0,56.0,62.0,3159.0,['CALCOCO2'],True,Stim8hr,False,1,1,2.923560436910023,2.923560436910023,1.0,0.0,4.74493212836325
87,age-related macular degeneration,downstream_Rest,2.456685368701544,0.2769424869009255,10.177189121983076,0.2132332140563599,0.7145448537275555,100,2.0,98.0,23.0,2770.0,"['FYB1', 'RASGRP1']",True,Rest,False,2,16,3.937138367393053,3.937138367393053,0.875,0.0,5.5682060894059155
61,age-related macular degeneration,downstream_Stim8hr,0.8816257155068605,0.0215096979264015,5.350493293209569,0.6842340380968435,0.7269986654778962,100,1.0,99.0,36.0,3142.0,['MAPKAPK5'],True,Stim8hr,False,1,11,4.249125344287761,4.249125344287761,0.8181818181818182,0.0,5.976350909297934
100,age-related macular degeneration,downstream_Stim48hr,1.0382263520319417,0.0251398896207601,6.414269990983109,0.6268694406040285,0.7270726355731532,100,1.0,99.0,28.0,2878.0,['FTH1'],True,Stim48hr,False,1,5,2.5429456305391476,2.5429456305391476,0.6,0.0,5.19295685089021
31,coronary artery disease,downstream_Stim48hr,0.8730225187086947,0.3085671227648485,2.007777947445601,0.6837675156354472,0.7318741086041904,100,6.0,94.0,198.0,2708.0,"['PSPH', 'PREX1', 'OAS1', 'MTHFD1L', 'CHAC1', 'VEGFA']",True,Stim48hr,False,6,3,4.817215463669391,4.817215463669391,1.0,0.0,7.160069207596127
26,age-related macular degeneration,downstream_Stim48hr,1.0382263520319417,0.0251398896207601,6.414269990983109,0.6268694406040285,0.7603006869544883,100,1.0,99.0,28.0,2878.0,['ERCC6'],True,Stim48hr,False,1,1,6.0446941807401044,6.0446941807401044,1.0,0.0,7.684783943522785
26,chronic kidney disease,downstream_Stim48hr,1.077825557399584,0.1255053022552586,4.192417811766614,0.562146511895432,0.7603006869544883,100,2.0,98.0,54.0,2852.0,"['SOD2', 'CCND2']",True,Stim48hr,False,2,1,6.0446941807401044,6.0446941807401044,1.0,0.0,7.684783943522785
76,age-related macular degeneration,downstream_Stim48hr,1.0382263520319417,0.0251398896207601,6.414269990983109,0.6268694406040285,0.761198606447749,100,1.0,99.0,28.0,2878.0,['CNN2'],True,Stim48hr,False,1,36,3.7022557368901676,3.7022557368901676,0.8888888888888888,0.0,5.416988501905048
76,coronary artery disease,downstream_Stim48hr,1.202227632361133,0.496743125929432,2.5183093551189457,0.3675503440621187,0.761198606447749,100,8.0,92.0,196.0,2710.0,"['NFAT5', 'ADAM19', 'UHRF1', 'FADS2', 'RNF213', 'C11orf58', 'FEN1', 'CSTF2T']",True,Stim48hr,False,8,36,3.7022557368901676,3.7022557368901676,0.8888888888888888,0.0,5.416988501905048
35,coronary artery disease,downstream_Rest,1.1213033080172758,0.463439839044796,2.3478746287589574,0.4362811774762614,0.7670047897758296,100,8.0,92.0,201.0,2592.0,"['MACROD1', 'BMAL1', 'TGFB1', 'MCUB', 'DNMT3A', 'TMEM258', 'EML4', 'ARHGEF12']",True,Rest,False,8,11,3.9467110949940665,3.9467110949940665,1.0,0.0,5.438079308923196
35,age-related macular degeneration,downstream_Rest,1.1653378752139971,0.0280597380746524,7.296733450479892,0.5865330745344579,0.7670047897758296,100,1.0,99.0,24.0,2769.0,['MCUB'],True,Rest,False,1,11,3.9467110949940665,3.9467110949940665,1.0,0.0,5.438079308923196
61,coronary artery disease,downstream_Stim8hr,0.7885375984489204,0.2792686330657657,1.8082653411134448,0.767010067546638,0.767010067546638,100,6.0,94.0,238.0,2940.0,"['STAT6', 'ACTR2', 'MAPKAPK5', 'WIPI1', 'RRP15', 'MFGE8']",True,Stim8hr,False,6,11,4.249125344287761,4.249125344287761,0.8181818181818182,0.0,5.976350909297934
64,coronary artery disease,downstream_Stim48hr,0.8730225187086947,0.3085671227648485,2.007777947445601,0.6837675156354472,0.7749365177201736,100,6.0,94.0,198.0,2708.0,"['CDKN1A', 'SLC5A3', 'MCL1', 'ZFP36L2', 'FADS2', 'CXCR4']",True,Stim48hr,False,6,1,-0.011654128334252611,0.011654128334252611,0.0,0.0,4.330733340286331
21,coronary artery disease,downstream_Rest,0.965464566722228,0.3727369623059615,2.1076331515776454,0.5928233049240756,0.7752304756699451,100,7.0,93.0,202.0,2591.0,"['CDC25A', 'CTSA', 'CSF2', 'STN1', 'SNRPC', 'FEN1', 'CXCR4']",True,Rest,False,7,1,5.017559032558759,5.017559032558759,1.0,0.0,6.300785794663244
34,age-related macular degeneration,downstream_Stim8hr,0.8816257155068605,0.0215096979264015,5.350493293209569,0.6842340380968435,0.7754652431764226,100,1.0,99.0,36.0,3142.0,['CNN2'],True,Stim8hr,False,1,4,3.7115031614835323,3.7115031614835323,0.75,0.0,6.16187894931411
9,coronary artery disease,downstream_Stim48hr,0.8730225187086947,0.3085671227648485,2.007777947445601,0.6837675156354472,0.7755441446113633,100,6.0,94.0,198.0,2708.0,"['ZFP36L2', 'PREX1', 'TSPAN3', 'SUPT4H1', 'ADAR', 'DUSP6']",True,Stim48hr,False,6,21,4.716412914177912,4.716412914177912,0.9523809523809523,0.0,6.257667587882639
9,chronic kidney disease,downstream_Stim48hr,1.077825557399584,0.1255053022552586,4.192417811766614,0.562146511895432,0.7755441446113633,100,2.0,98.0,54.0,2852.0,"['PDE4D', 'SLC7A5']",True,Stim48hr,False,2,21,4.716412914177912,4.716412914177912,0.9523809523809523,0.0,6.257667587882639
78,coronary artery disease,downstream_Stim48hr,1.202227632361133,0.496743125929432,2.5183093551189457,0.3675503440621187,0.7810444811320023,100,8.0,92.0,196.0,2710.0,"['USP45', 'PPP1CB', 'TMEM258', 'CDC123', 'ITPK1', 'SOS2', 'YBX3', 'DAP']",True,Stim48hr,False,8,19,3.4361388684151226,3.4361388684151226,0.8421052631578947,0.0,5.3981627015177525
78,chronic kidney disease,downstream_Stim48hr,1.6644948032536124,0.3269842567560705,5.28219352686283,0.2851800989792352,0.7810444811320023,100,3.0,97.0,53.0,2853.0,"['ZBTB7B', 'CDC123', 'SOS2']",True,Stim48hr,False,3,19,3.4361388684151226,3.4361388684151226,0.8421052631578947,0.0,5.3981627015177525
86,coronary artery disease,downstream_Stim8hr,1.2384903870245123,0.5417577588386395,2.4982434677740266,0.3258204652173432,0.7827861819717183,100,9.0,91.0,235.0,2943.0,"['HAPLN3', 'DOT1L', 'CYTH1', 'MAP2K3', 'OAS2', 'RNF213', 'FURIN', 'ADAR', 'NCALD']",True,Stim8hr,False,9,3,3.624782693657192,3.624782693657192,1.0,0.0,5.123963979403259
27,coronary artery disease,downstream_Rest,0.8144333114306317,0.2879298982038774,1.872371015079536,0.7416129792517673,0.7879637904550028,100,6.0,94.0,203.0,2590.0,"['MAD2L1', 'RBL2', 'MAP3K1', 'CDC123', 'PLCG1', 'CCT6A']",True,Rest,False,6,86,3.9388431324009856,3.9388431324009856,0.8488372093023255,0.0,5.806638729448466
110,chronic kidney disease,downstream_Stim48hr,1.077825557399584,0.1255053022552586,4.192417811766614,0.562146511895432,0.7963742251851952,100,2.0,98.0,54.0,2852.0,"['NFAT5', 'MOB3A']",True,Stim48hr,False,2,1,3.1040413620149767,3.1040413620149767,1.0,0.0,4.663439094112067
74,age-related macular degeneration,downstream_Stim48hr,1.0382263520319417,0.0251398896207601,6.414269990983109,0.6268694406040285,0.8036222129218752,100,1.0,99.0,28.0,2878.0,['GPR108'],True,Stim48hr,False,1,5,3.3965951836531536,3.3965951836531536,1.0,0.0,5.043425116919247
74,coronary artery disease,downstream_Stim48hr,0.8730225187086947,0.3085671227648485,2.007777947445601,0.6837675156354472,0.8036222129218752,100,6.0,94.0,198.0,2708.0,"['MAP7D3', 'MFGE8', 'AKAP13', 'ITPK1', 'MYO9B', 'DAP']",True,Stim48hr,False,6,5,3.3965951836531536,3.3965951836531536,1.0,0.0,5.043425116919247
10,chronic kidney disease,downstream_Rest,0.616918302676674,0.0151307419075975,3.698210943192745,0.8042904364516557,0.8042904364516557,100,1.0,99.0,45.0,2748.0,['MAP3K1'],True,Rest,False,1,13,5.313718363061243,5.313718363061243,1.0,0.0,7.48605261786314
87,chronic kidney disease,downstream_Rest,1.2749267750548725,0.1476329005388033,5.012029863848084,0.4766834523459839,0.8103618689881726,100,2.0,98.0,44.0,2749.0,"['RASGRP1', 'APRT']",True,Rest,False,2,16,3.937138367393053,3.937138367393053,0.875,0.0,5.5682060894059155
69,age-related macular degeneration,downstream_Stim48hr,1.0382263520319417,0.0251398896207601,6.414269990983109,0.6268694406040285,0.8112817435121553,100,1.0,99.0,28.0,2878.0,['FTH1'],True,Stim48hr,False,1,1,4.534402019045713,4.534402019045713,1.0,0.0,6.192362489474872
22,coronary artery disease,downstream_Stim8hr,0.9340509538044556,0.3613014333857979,2.033644511339173,0.6248917870890556,0.8127485855334403,100,7.0,93.0,237.0,2941.0,"['ARHGAP15', 'RBL2', 'CAPN2', 'DCUN1D5', 'ODC1', 'TC2N', 'CCT6A']",True,Stim8hr,False,7,4,6.725961631842475,6.725961631842475,1.0,0.0,8.510176872144235
22,chronic kidney disease,downstream_Stim8hr,1.0428100916845988,0.1217748707882049,4.03432329649542,0.578932309734195,0.8127485855334403,100,2.0,98.0,61.0,3117.0,"['SLC7A5', 'RBL2']",True,Stim8hr,False,2,4,6.725961631842475,6.725961631842475,1.0,0.0,8.510176872144235
22,age-related macular degeneration,downstream_Stim8hr,1.8322027651173127,0.2105611103473289,7.308903456651946,0.3123899709289001,0.8127485855334403,100,2.0,98.0,35.0,3143.0,"['CNN2', 'EIF4E3']",True,Stim8hr,False,2,4,6.725961631842475,6.725961631842475,1.0,0.0,8.510176872144235
44,coronary artery disease,downstream_Stim8hr,0.7885375984489204,0.2792686330657657,1.8082653411134448,0.767010067546638,0.8149481967683029,100,6.0,94.0,238.0,2940.0,"['SH2B3', 'CCDC71L', 'MAP3K1', 'CAMK2G', 'COL6A3', 'GTF3C4']",True,Stim8hr,False,6,7,4.1195665047614565,4.1195665047614565,0.8571428571428571,0.0,5.638354669333745
26,coronary artery disease,downstream_Stim8hr,0.9340509538044556,0.3613014333857979,2.033644511339173,0.6248917870890556,0.8171661831164574,100,7.0,93.0,237.0,2941.0,"['FEN1', 'PHB1', 'LRBA', 'DUT', 'PIGU', 'ANLN', 'ENSA']",True,Stim8hr,False,7,2,5.245777756939507,5.245777756939507,1.0,0.0,6.5773630061106605
69,coronary artery disease,downstream_Rest,0.9388075597705132,0.184406619743725,2.9826238038449944,0.6267936020454387,0.8196531719055737,44,3.0,41.0,206.0,2643.0,"['STN1', 'CPNE1', 'CDKN1A']",True,Rest,False,3,1,3.766017829917499,3.766017829917499,1.0,0.0,5.298317366548036
19,age-related macular degeneration,downstream_Stim48hr,1.0382263520319417,0.0251398896207601,6.414269990983109,0.6268694406040285,0.8197523454052681,100,1.0,99.0,28.0,2878.0,['IFNAR2'],True,Stim48hr,False,1,1,2.453729163199111,2.453729163199111,0.0,0.0,4.454347296253507
38,coronary artery disease,downstream_Stim48hr,1.202227632361133,0.496743125929432,2.5183093551189457,0.3675503440621187,0.8224463210290951,100,8.0,92.0,196.0,2710.0,"['FER', 'CTDSPL', 'TLCD5', 'CCND2', 'ZC3H12D', 'CD109', 'IL23A', 'DOCK5']",True,Stim48hr,False,8,2,4.514618461687362,4.514618461687362,1.0,0.0,6.081036867475925
33,chronic kidney disease,downstream_Stim8hr,2.201918972190352,0.5692773966135125,6.127130535823872,0.1242714709436386,0.8243388533503694,100,4.0,96.0,59.0,3119.0,"['SLC7A5', 'SOD2', 'NHERF1', 'VEGFA']",True,Stim8hr,False,4,5,4.356692923464771,4.356692923464771,0.8,0.0,6.3473892096560105
33,age-related macular degeneration,downstream_Stim8hr,1.8322027651173127,0.2105611103473289,7.308903456651946,0.3123899709289001,0.8243388533503694,100,2.0,98.0,35.0,3143.0,"['CNN2', 'VEGFA']",True,Stim8hr,False,2,5,4.356692923464771,4.356692923464771,0.8,0.0,6.3473892096560105
32,coronary artery disease,downstream_Stim8hr,0.9340509538044556,0.3613014333857979,2.033644511339173,0.6248917870890556,0.8248010255783113,100,7.0,93.0,237.0,2941.0,"['VPS41', 'TOMM40', 'DCUN1D5', 'HOPX', 'DDX56', 'KAT6B', 'WDR11']",True,Stim8hr,False,7,7,4.437549800103685,4.437549800103685,0.8571428571428571,0.0,6.47543271670409
32,age-related macular degeneration,downstream_Stim8hr,0.8816257155068605,0.0215096979264015,5.350493293209569,0.6842340380968435,0.8248010255783113,100,1.0,99.0,36.0,3142.0,['CD55'],True,Stim8hr,False,1,7,4.437549800103685,4.437549800103685,0.8571428571428571,0.0,6.47543271670409
50,chronic kidney disease,downstream_Rest,1.9773045512753644,0.3857214999591298,6.3511386442605415,0.2112252649704356,0.8341821599058247,100,3.0,97.0,43.0,2750.0,"['NHERF1', 'SCAF8', 'DPP4']",True,Rest,False,3,5,2.313121060865492,2.313121060865492,0.2,0.0,4.700480365792417
50,coronary artery disease,downstream_Rest,1.1213033080172758,0.463439839044796,2.3478746287589574,0.4362811774762614,0.8341821599058247,100,8.0,92.0,201.0,2592.0,"['NQO1', 'ATP1B1', 'FADS2', 'PREX1', 'FADS1', 'ACSS2', 'CXCR4', 'NCALD']",True,Rest,False,8,5,2.313121060865492,2.313121060865492,0.2,0.0,4.700480365792417
46,coronary artery disease,downstream_Stim8hr,1.0839812936283804,0.4489370969545186,2.2634199708726817,0.470451112372145,0.836313029829467,100,8.0,92.0,236.0,2942.0,"['ARHGAP15', 'CPNE1', 'ACTR2', 'TMEM106B', 'FOSL2', 'HPCAL1', 'MTHFD1L', 'RAI1']",True,Stim8hr,False,8,4,4.612218165472134,4.612218165472134,0.75,0.0,6.511548792233841
90,coronary artery disease,downstream_Rest,0.8144333114306317,0.2879298982038774,1.872371015079536,0.7416129792517673,0.8404947098186696,100,6.0,94.0,203.0,2590.0,"['DAAM1', 'PIK3CG', 'NDUFA12', 'MCUB', 'TTYH3', 'FURIN']",True,Rest,False,6,1,3.613501217177368,3.613501217177368,1.0,0.0,5.497168225293202
19,chronic kidney disease,downstream_Stim48hr,0.5236846907471984,0.0128940493110762,3.1111063440567097,0.8522872684195808,0.8522872684195808,100,1.0,99.0,55.0,2851.0,['PPARG'],True,Stim48hr,False,1,1,2.453729163199111,2.453729163199111,0.0,0.0,4.454347296253507
74,chronic kidney disease,downstream_Stim48hr,0.5236846907471984,0.0128940493110762,3.1111063440567097,0.8522872684195808,0.8522872684195808,100,1.0,99.0,55.0,2851.0,['ZBTB7B'],True,Stim48hr,False,1,5,3.3965951836531536,3.3965951836531536,1.0,0.0,5.043425116919247
48,coronary artery disease,downstream_Rest,1.2821311006547862,0.5596213933717853,2.5937879055602204,0.2944601702311499,0.8541801595745837,100,9.0,91.0,200.0,2593.0,"['TXNDC17', 'MSL2', 'CENPW', 'N4BP2L2', 'FADS2', 'NR3C1', 'CHAC1', 'CXCR4', 'VEGFA']",True,Rest,False,9,5,2.6926795766396565,2.6926795766396565,0.8,0.0,4.997212273764115
48,age-related macular degeneration,downstream_Rest,1.1653378752139971,0.0280597380746524,7.296733450479892,0.5865330745344579,0.8541801595745837,100,1.0,99.0,24.0,2769.0,['VEGFA'],True,Rest,False,1,5,2.6926795766396565,2.6926795766396565,0.8,0.0,4.997212273764115
90,chronic kidney disease,downstream_Rest,0.616918302676674,0.0151307419075975,3.698210943192745,0.8042904364516557,0.8545585887298841,100,1.0,99.0,45.0,2748.0,['PIK3CG'],True,Rest,False,1,1,3.613501217177368,3.613501217177368,1.0,0.0,5.497168225293202
7,coronary artery disease,downstream_Stim48hr,0.7160177490686046,0.224694752009804,1.7597107795931302,0.820924123053822,0.8603020761421685,100,5.0,95.0,199.0,2707.0,"['PHTF1', 'MAN2A2', 'FAM76B', 'SNRPC', 'MAP3K7CL']",True,Stim48hr,False,5,3,5.364199259615694,5.364199259615694,1.0,0.0,6.919683849847411
7,chronic kidney disease,downstream_Stim48hr,0.5236846907471984,0.0128940493110762,3.1111063440567097,0.8522872684195808,0.8603020761421685,100,1.0,99.0,55.0,2851.0,['USP25'],True,Stim48hr,False,1,3,5.364199259615694,5.364199259615694,1.0,0.0,6.919683849847411
7,age-related macular degeneration,downstream_Stim48hr,2.175303197123102,0.2472574667230525,8.865619589936516,0.2508865975712567,0.8603020761421685,100,2.0,98.0,27.0,2879.0,"['KMT2E', 'NUDC']",True,Stim48hr,False,2,3,5.364199259615694,5.364199259615694,1.0,0.0,6.919683849847411
54,coronary artery disease,downstream_Stim8hr,0.7885375984489204,0.2792686330657657,1.8082653411134448,0.767010067546638,0.8606577184719362,100,6.0,94.0,238.0,2940.0,"['HAPLN3', 'DOCK9', 'RELB', 'ACAA2', 'FOSL2', 'PRKAR1B']",True,Stim8hr,False,6,25,4.227236443071029,4.227236443071029,0.88,0.0,5.793013608384144
32,chronic kidney disease,downstream_Stim8hr,0.5077353552629229,0.0125263944045242,3.002432310222252,0.8606577184719362,0.8606577184719362,100,1.0,99.0,62.0,3116.0,['WDR11'],True,Stim8hr,False,1,7,4.437549800103685,4.437549800103685,0.8571428571428571,0.0,6.47543271670409
54,chronic kidney disease,downstream_Stim8hr,0.5077353552629229,0.0125263944045242,3.002432310222252,0.8606577184719362,0.8606577184719362,100,1.0,99.0,62.0,3116.0,['APRT'],True,Stim8hr,False,1,25,4.227236443071029,4.227236443071029,0.88,0.0,5.793013608384144
42,chronic kidney disease,downstream_Rest,1.2749267750548725,0.1476329005388033,5.012029863848084,0.4766834523459839,0.8629685025488784,100,2.0,98.0,44.0,2749.0,"['CCND2', 'APRT']",True,Rest,False,2,5,3.7296387267620412,3.7296387267620412,0.8,0.0,4.727387818712341
42,age-related macular degeneration,downstream_Rest,2.456685368701544,0.2769424869009255,10.177189121983076,0.2132332140563599,0.8629685025488784,100,2.0,98.0,23.0,2770.0,"['BLOC1S1', 'MCUB']",True,Rest,False,2,5,3.7296387267620412,3.7296387267620412,0.8,0.0,4.727387818712341
25,chronic kidney disease,downstream_Stim48hr,1.077825557399584,0.1255053022552586,4.192417811766614,0.562146511895432,0.868771882020213,100,2.0,98.0,54.0,2852.0,"['CAMK1D', 'RBL2']",True,Stim48hr,False,2,1,5.653343695548101,5.653343695548101,1.0,0.0,7.133295954896068
25,age-related macular degeneration,downstream_Stim48hr,1.0382263520319417,0.0251398896207601,6.414269990983109,0.6268694406040285,0.8722318807446859,100,1.0,99.0,28.0,2878.0,['HSPH1'],True,Stim48hr,False,1,1,5.653343695548101,5.653343695548101,1.0,0.0,7.133295954896068
25,coronary artery disease,downstream_Stim48hr,0.7160177490686046,0.224694752009804,1.7597107795931302,0.820924123053822,0.8722318807446859,100,5.0,95.0,199.0,2707.0,"['ITGA1', 'RBL2', 'CAMK1D', 'NT5C2', 'PPP2R2A']",True,Stim48hr,False,5,1,5.653343695548101,5.653343695548101,1.0,0.0,7.133295954896068
60,age-related macular degeneration,downstream_Stim8hr,2.858404753592299,0.5522560976465712,9.336727022058543,0.1015639678448162,0.8726723566538644,100,3.0,97.0,34.0,3144.0,"['OAS3', 'MAPKAPK5', 'TYK2']",True,Stim8hr,False,3,28,3.9636691526160037,3.9636691526160037,0.8928571428571429,0.0,5.679344890765133
39,coronary artery disease,downstream_Stim48hr,0.7160177490686046,0.224694752009804,1.7597107795931302,0.820924123053822,0.8786258086168809,100,5.0,95.0,199.0,2707.0,"['C1S', 'RBL2', 'CBX5', 'FADS1', 'PSMG1']",True,Stim48hr,False,5,2,4.21605871817626,4.21605871817626,1.0,0.0,5.695039817485691
42,coronary artery disease,downstream_Stim48hr,1.165536384041738,0.4087527138039246,2.711734400273683,0.4252537715588932,0.8871337417935122,77,6.0,71.0,198.0,2731.0,"['TNIP2', 'PSMD8', 'THOC7', 'HOPX', 'TRIM32', 'DENND2B']",True,Stim48hr,False,6,1,1.7568829129987273,1.7568829129987273,0.0,0.0,4.804021044733257
42,age-related macular degeneration,downstream_Stim48hr,1.3630891868033292,0.0329113282459627,8.473963928860874,0.5305066001025998,0.8871337417935122,77,1.0,76.0,28.0,2901.0,['SRPK2'],True,Stim48hr,False,1,1,1.7568829129987273,1.7568829129987273,0.0,0.0,4.804021044733257
42,chronic kidney disease,downstream_Stim48hr,0.6876322595092528,0.0168812364557947,4.112114564541812,0.7693363891028829,0.8871337417935122,77,1.0,76.0,55.0,2874.0,['USP24'],True,Stim48hr,False,1,1,1.7568829129987273,1.7568829129987273,0.0,0.0,4.804021044733257
78,age-related macular degeneration,downstream_Stim48hr,1.0382263520319417,0.0251398896207601,6.414269990983109,0.6268694406040285,0.8880650408557069,100,1.0,99.0,28.0,2878.0,['GPR108'],True,Stim48hr,False,1,19,3.4361388684151226,3.4361388684151226,0.8421052631578947,0.0,5.3981627015177525
97,coronary artery disease,downstream_Stim8hr,0.824694760983963,0.2917593033490955,1.8942077149508925,0.7315515395365095,0.8949258767307087,96,6.0,90.0,238.0,2944.0,"['CAPN2', 'RELB', 'PHB1', 'OSM', 'RSRP1', 'DUSP6']",True,Stim8hr,False,6,1,4.397935308662748,4.397935308662748,1.0,0.0,6.07073772800249
97,age-related macular degeneration,downstream_Stim8hr,0.9199055958535726,0.0224345747170187,5.5877730613715535,0.6691028270631312,0.8949258767307087,96,1.0,95.0,36.0,3146.0,['ASPM'],True,Stim8hr,False,1,1,4.397935308662748,4.397935308662748,1.0,0.0,6.07073772800249
39,age-related macular degeneration,downstream_Rest,3.892017911277872,0.7335067955633108,13.28709001713917,0.0531320464578109,0.903244789782786,100,3.0,97.0,22.0,2771.0,"['CHMP7', 'FYB1', 'CX3CR1']",True,Rest,False,3,3,4.802277642428423,4.802277642428423,1.0,0.0,6.013715156042802
33,age-related macular degeneration,downstream_Rest,3.892017911277872,0.7335067955633108,13.28709001713917,0.0531320464578109,0.903244789782786,100,3.0,97.0,22.0,2771.0,"['CNN2', 'CX3CR1', 'VEGFA']",True,Rest,False,3,4,4.718242627848973,4.718242627848973,1.0,0.0,6.283698880322069
76,chronic kidney disease,downstream_Stim48hr,0.5236846907471984,0.0128940493110762,3.1111063440567097,0.8522872684195808,0.9055552226958046,100,1.0,99.0,55.0,2851.0,['NFAT5'],True,Stim48hr,False,1,36,3.7022557368901676,3.7022557368901676,0.8888888888888888,0.0,5.416988501905048
69,chronic kidney disease,downstream_Stim48hr,0.5236846907471984,0.0128940493110762,3.1111063440567097,0.8522872684195808,0.9055552226958046,100,1.0,99.0,55.0,2851.0,['MAML3'],True,Stim48hr,False,1,1,4.534402019045713,4.534402019045713,1.0,0.0,6.192362489474872
41,age-related macular degeneration,downstream_Rest,2.456685368701544,0.2769424869009255,10.177189121983076,0.2132332140563599,0.9062411597395296,100,2.0,98.0,23.0,2770.0,"['CX3CR1', 'RASGRP1']",True,Rest,False,2,11,3.527990445206112,3.527990445206112,1.0,0.0,5.017279836814924
41,coronary artery disease,downstream_Rest,1.4481380386913412,0.6610201983851856,2.845972587613541,0.1820826552987848,0.9062411597395296,100,10.0,90.0,199.0,2594.0,"['ILRUN', 'HYOU1', 'TTC17', 'ACTR2', 'ADAM19', 'RASGRP1', 'CDKN1A', 'TMED10', 'FURIN', 'SELENOS']",True,Rest,False,10,11,3.527990445206112,3.527990445206112,1.0,0.0,5.017279836814924
35,chronic kidney disease,downstream_Rest,0.616918302676674,0.0151307419075975,3.698210943192745,0.8042904364516557,0.9115291613118764,100,1.0,99.0,45.0,2748.0,['PHTF2'],True,Rest,False,1,11,3.9467110949940665,3.9467110949940665,1.0,0.0,5.438079308923196
46,chronic kidney disease,downstream_Stim8hr,0.5077353552629229,0.0125263944045242,3.002432310222252,0.8606577184719362,0.9144488258764322,100,1.0,99.0,62.0,3116.0,['PHTF2'],True,Stim8hr,False,1,4,4.612218165472134,4.612218165472134,0.75,0.0,6.511548792233841
26,chronic kidney disease,downstream_Stim8hr,0.5077353552629229,0.0125263944045242,3.002432310222252,0.8606577184719362,0.9144488258764322,100,1.0,99.0,62.0,3116.0,['ANLN'],True,Stim8hr,False,1,2,5.245777756939507,5.245777756939507,1.0,0.0,6.5773630061106605
60,coronary artery disease,downstream_Stim8hr,0.7885375984489204,0.2792686330657657,1.8082653411134448,0.767010067546638,0.9161648094663054,100,6.0,94.0,238.0,2940.0,"['EIF3M', 'MAPKAPK5', 'RRP15', 'PHB1', 'DOCK8', 'GIT1']",True,Stim8hr,False,6,28,3.9636691526160037,3.9636691526160037,0.8928571428571429,0.0,5.679344890765133
86,chronic kidney disease,downstream_Stim8hr,0.5077353552629229,0.0125263944045242,3.002432310222252,0.8606577184719362,0.9248291732745896,100,1.0,99.0,62.0,3116.0,['ARHGDIA'],True,Stim8hr,False,1,3,3.624782693657192,3.624782693657192,1.0,0.0,5.123963979403259
10,coronary artery disease,downstream_Stim8hr,1.0839812936283804,0.4489370969545186,2.2634199708726817,0.470451112372145,0.9292366998105188,100,8.0,92.0,236.0,2942.0,"['ANKRD13B', 'TOMM40', 'BCAP29', 'PEMT', 'DDX56', 'SPPL2A', 'CD109', 'UBE2Z']",True,Stim8hr,False,8,23,5.40384379706049,5.40384379706049,0.9565217391304348,0.0,6.70808408385307
88,chronic kidney disease,downstream_Stim8hr,0.5077353552629229,0.0125263944045242,3.002432310222252,0.8606577184719362,0.9322638484519072,100,1.0,99.0,62.0,3116.0,['LRIG1'],True,Stim8hr,False,1,44,3.7287063102775093,3.7287063102775093,0.8636363636363636,0.0,5.465838688453846
88,coronary artery disease,downstream_Stim8hr,0.6472865223487569,0.2034987371592077,1.5864793849695729,0.8774247985429715,0.9322638484519072,100,5.0,95.0,239.0,2939.0,"['AGO2', 'MAD2L1', 'TTC17', 'FEN1', 'DEPDC1B']",True,Stim8hr,False,5,44,3.7287063102775093,3.7287063102775093,0.8636363636363636,0.0,5.465838688453846
